Titel,Path,Streetname,Postalcode,Location,Price,Rooms,Area
3 Zimmer-Wohnung in Wabern mieten,/de/wohnung/kirchstrasse-138-3084-wabern/594643/,Kirchstrasse 138,3084,Wabern,1428,3,65 m²
3 Zimmer-Wohnung in Bern mieten,/de/wohnung/stockackerstrasse-101-3018-bern/597866/,Stöckackerstrasse 101,3018,Bern,1400,3,68 m²
3 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/3007-bern/605128/,no street available,3007,Bern,1690,3 ½,75 m²
1 Zimmer-Wohnung in Bern mieten,/de/wohnung/langgassstrasse-50-3012-bern/604977/,Länggassstrasse 50,3012,Bern,826,1,NaN
3 ½ Zimmer-Wohnung in Wabern mieten,/de/wohnung/steinweg-14-3084-wabern/604906/,Steinweg 14,3084,Wabern,1390,3 ½,65 m²
3 Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3014-bern/604842/,no street available,3014,Bern,1990,3,85 m²
1 Zimmer-Wohnung in Bern mieten,/de/wohnung/parkstrasse-11-a-3014-bern/597721/,Parkstrasse 11 A,3014,Bern,840,1,24 m²
3 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/3008-bern/604743/,no street available,3008,Bern,2090,3 ½,90 m²
1 Zimmer-Wohnung in Bern mieten,/de/wohnung/lorrainestrasse-2-3013-bern/604648/,Lorrainestrasse 2,3013,Bern,1290,1,30 m²
2 ½ Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3007-bern/604630/,no street available,3007,Bern,1375,2 ½,72 m²
1 Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3011-bern/604625/,no street available,3011,Bern,688,1,16 m²
3 Zimmer-Wohnung in Bern mieten,/de/wohnung/thunstrasse-93-3006-bern/604586/,Thunstrasse 93,3006,Bern,1750,3,60 m²
1 Zimmer-Wohnung in Bern mieten,/de/wohnung/zieglerstrasse-36-3007-bern/595817/,Zieglerstrasse 36,3007,Bern,920,1,31 m²
2 ½ Zimmer-Wohnung in Muri b. Bern mieten,/de/wohnung/eggholzliweg-6-3074-muri-b-bern/602874/,Egghölzliweg 6,3074,Muri,1623,2 ½,70 m²
3 ½ Zimmer-Wohnung in Köniz mieten,/de/wohnung/weiermattweg-7-7a-3098-koniz/569778/,Weiermattweg 7 / 7a,3098,Köniz,1470,3 ½,61 m²
1 Zimmer-Wohnung in Bern mieten,/de/wohnung/chutzenstrasse-66-3007-bern/599637/,Chutzenstrasse 66,3007,Bern,910,1,32 m²
1 Zimmer-Wohnung in Wabern mieten,/de/wohnung/funkstrasse-102-3084-wabern/598878/,Funkstrasse 102,3084,Wabern,670,1,25 m²
2 ½ Zimmer-Wohnung in Gümligen mieten,/de/wohnung/mattenstrasse-1-3073-gumligen/604289/,Mattenstrasse 1,3073,Gümligen,1690,2 ½,NaN
2 ½ Zimmer-Wohnung in Ittigen mieten,/de/wohnung/gartenstrasse-2-3063-ittigen/597743/,Gartenstrasse 2,3063,Ittigen,1690,2 ½,68 m²
4 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/morgartenstrasse-15-3014-bern/604156/,Morgartenstrasse 15,3014,Bern,2750,4 ½,85 m²
3 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/weltpoststrasse-3c-3015-bern/599133/,Weltpoststrasse 3C,3015,Bern,2260,3 ½,83 m²
1 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/schwarztorstr-36-3007-bern/604140/,Schwarztorstr. 36,3007,Bern,1290,1 ½,37 m²
2 ½ Zimmer-Attikawohnung in Bern mieten,/de/wohnung/bitziusstrasse-40-3006-bern/594459/,Bitziusstrasse 40,3006,Bern,2730,2 ½,84 m²
2 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/weltpoststrasse-1a-3015-bern/599127/,Weltpoststrasse 1A,3015,Bern,2000,2 ½,70 m²
4 ½ Zimmer-Wohnung in Ostermundigen mieten,/de/wohnung/bernstrasse-121-e-3072-ostermundigen/604041/,Bernstrasse 121 e,3072,Ostermundigen,2260,4 ½,104 m²
3 ½ Zimmer-Wohnung in Moosseedorf mieten,/de/wohnung/langenbuhlstrasse-3-3302-moosseedorf/604033/,Längenbühlstrasse 3,3302,Moosseedorf,1435,3 ½,65 m²
3 ½ Zimmer-Wohnung in Rüfenacht BE mieten,/de/wohnung/breitfeldstrasse-3b-3075-rufenacht-be/598336/,Breitfeldstrasse 3b,3075,Rüfenacht,1550,3 ½,76 m²
2 Zimmer-Wohnung in Ostermundigen mieten,/de/wohnung/rutiweg-90-3072-ostermundigen/603983/,Rütiweg 90,3072,Ostermundigen,1090,2,NaN
3 Zimmer-Wohnung in Bern mieten,/de/wohnung/aegertenstrasse-47-3005-bern/603963/,Aegertenstrasse 47,3005,Bern,2200,3,80 m²
2 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/berchtoldstrasse-49-3012-bern/597958/,Berchtoldstrasse 49,3012,Bern,1550,2 ½,54 m²
3 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/muhledorfstrasse-25-3018-bern/594611/,Mühledorfstrasse 25,3018,Bern,1715,3 ½,74 m²
1 Zimmer-Wohnung in Wabern mieten,/de/wohnung/funkstrasse-86-3084-wabern/597869/,Funkstrasse 86,3084,Wabern,710,1,25 m²
2 ½ Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3013-bern/603809/,no street available,3013,Bern,2280,2 ½,95 m²
2 ½ Zimmer-Möblierte Wohnung in Muri b. Bern mieten,/de/wohnung/3074-muri-b-bern/603805/,no street available,3074,Muri,1975,2 ½,75 m²
4 Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3008-bern/603804/,no street available,3008,Bern,2190,4,NaN
5 ½ Zimmer-Möblierte Wohnung in Herrenschwanden mieten,/de/wohnung/3037-herrenschwanden/603799/,no street available,3037,Herrenschwanden,3125,5 ½,130 m²
2 ½ Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3013-bern/603795/,no street available,3013,Bern,1798,2 ½,60 m²
3 ½ Zimmer-Möblierte Wohnung in Zollikofen mieten,/de/wohnung/3052-zollikofen/603793/,no street available,3052,Zollikofen,2438,3 ½,73 m²
4 ½ Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3005-bern/603789/,no street available,3005,Bern,5748,4 ½,112 m²
2 Zimmer-Möblierte Wohnung in Gümligen mieten,/de/wohnung/3073-gumligen/603780/,no street available,3073,Gümligen,1860,2,60 m²
4 ½ Zimmer-Möblierte Wohnung in Gümligen mieten,/de/wohnung/3073-gumligen/603771/,no street available,3073,Gümligen,3124,4 ½,105 m²
3 ½ Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3011-bern/603763/,no street available,3011,Bern,1999,3 ½,95 m²
3 ½ Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3005-bern/603756/,no street available,3005,Bern,2160,3 ½,70 m²
1 Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3006-bern/603751/,no street available,3006,Bern,1536,1,NaN
3 Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3018-bern/603746/,no street available,3018,Bern,1440,3,66 m²
1 Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3006-bern/603742/,no street available,3006,Bern,1536,1,30 m²
2 ½ Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3014-bern/603740/,no street available,3014,Bern,1625,2 ½,60 m²
4 ½ Zimmer-Möblierte Wohnung in Worblaufen mieten,/de/wohnung/3048-worblaufen/603729/,no street available,3048,Worblaufen,2640,4 ½,108 m²
3 ½ Zimmer-Möblierte Wohnung in Liebefeld mieten,/de/wohnung/3097-liebefeld/603728/,no street available,3097,Liebefeld,2100,3 ½,80 m²
1 ½ Zimmer-Möblierte Wohnung in Gümligen mieten,/de/wohnung/3073-gumligen/603727/,no street available,3073,Gümligen,1552,1 ½,58 m²
2 Zimmer-Möblierte Wohnung in Hinterkappelen mieten,/de/wohnung/3032-hinterkappelen/603726/,no street available,3032,Hinterkappelen,1740,2,60 m²
3 Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3011-bern/603721/,no street available,3011,Bern,2820,3,70 m²
5 ½ Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3005-bern/603715/,no street available,3005,Bern,7680,5 ½,150 m²
3 Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3011-bern/603712/,no street available,3011,Bern,2880,3,70 m²
2 Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3011-bern/603707/,no street available,3011,Bern,1740,2,50 m²
2 Zimmer-Möblierte Wohnung in Bolligen mieten,/de/wohnung/3065-bolligen/603706/,no street available,3065,Bolligen,1500,2,60 m²
2 ½ Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3018-bern/603705/,no street available,3018,Bern,1500,2 ½,NaN
1 ½ Zimmer-Möblierte Wohnung in Spiegel b. Bern mieten,/de/wohnung/3095-spiegel-b-bern/603703/,no street available,3095,Spiegel,1990,1 ½,50 m²
3 Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3013-bern/603701/,no street available,3013,Bern,2350,3,NaN
2 Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3005-bern/603691/,no street available,3005,Bern,2880,2,50 m²
4 ½ Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3013-bern/603687/,no street available,3013,Bern,2750,4 ½,100 m²
2 ½ Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3007-bern/603686/,no street available,3007,Bern,1800,2 ½,56 m²
3 ½ Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3018-bern/603682/,no street available,3018,Bern,1375,3 ½,80 m²
3 ½ Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3008-bern/603674/,no street available,3008,Bern,2488,3 ½,95 m²
2 ½ Zimmer-Möblierte Wohnung in Schliern b. Köniz mieten,/de/wohnung/3098-schliern-b-koniz/603671/,no street available,3098,Schliern,1560,2 ½,70 m²
2 ½ Zimmer-Möblierte Wohnung in Muri b. Bern mieten,/de/wohnung/3074-muri-b-bern/603670/,no street available,3074,Muri,1794,2 ½,75 m²
1 Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3027-bern/603668/,no street available,3027,Bern,1440,1,30 m²
1 Zimmer-Möblierte Wohnung in Wabern mieten,/de/wohnung/3084-wabern/603667/,no street available,3084,Wabern,1320,1,30 m²
1 ½ Zimmer-Möblierte Wohnung in Liebefeld mieten,/de/wohnung/3097-liebefeld/603666/,no street available,3097,Liebefeld,1990,1 ½,75 m²
3 Zimmer-Möblierte Wohnung in Spiegel b. Bern mieten,/de/wohnung/3095-spiegel-b-bern/603663/,no street available,3095,Spiegel,3360,3,75 m²
2 ½ Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3007-bern/603655/,no street available,3007,Bern,1800,2 ½,70 m²
3 ½ Zimmer-Möblierte Wohnung in Gümligen mieten,/de/wohnung/3073-gumligen/603653/,no street available,3073,Gümligen,1920,3 ½,70 m²
3 ½ Zimmer-Möblierte Wohnung in Liebefeld mieten,/de/wohnung/3097-liebefeld/603639/,no street available,3097,Liebefeld,2100,3 ½,80 m²
1 Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3012-bern/603634/,no street available,3012,Bern,1538,1,34 m²
3 Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3007-bern/603629/,no street available,3007,Bern,2300,3,80 m²
4 Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3014-bern/603628/,no street available,3014,Bern,2400,4,100 m²
4 Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3011-bern/603624/,no street available,3011,Bern,2820,4,114 m²
3 Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3012-bern/603620/,no street available,3012,Bern,3000,3,85 m²
3 ½ Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3012-bern/603615/,no street available,3012,Bern,1980,3 ½,NaN
3 Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3007-bern/603614/,no street available,3007,Bern,2875,3,110 m²
2 Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3005-bern/603612/,no street available,3005,Bern,3100,2,52 m²
2 Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3011-bern/603607/,no street available,3011,Bern,1990,2,48 m²
2 ½ Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3011-bern/603606/,no street available,3011,Bern,2990,2 ½,70 m²
4 ½ Zimmer-Möblierte Wohnung in Ittigen mieten,/de/wohnung/3063-ittigen/603599/,no street available,3063,Ittigen,3960,4 ½,117 m²
1 ½ Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3013-bern/603597/,no street available,3013,Bern,1560,1 ½,28 m²
4 ½ Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3013-bern/603591/,no street available,3013,Bern,2400,4 ½,90 m²
3 ½ Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3005-bern/603581/,no street available,3005,Bern,2400,3 ½,80 m²
1 Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3006-bern/603575/,no street available,3006,Bern,1560,1,30 m²
1 Zimmer-Möblierte Wohnung in Bolligen mieten,/de/wohnung/3065-bolligen/603566/,no street available,3065,Bolligen,1375,1,25 m²
3 Zimmer-Möblierte Wohnung in Niederscherli mieten,/de/wohnung/3145-niederscherli/603555/,no street available,3145,Niederscherli,1500,3,80 m²
3 ½ Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/3013-bern/603548/,no street available,3013,Bern,2863,3 ½,NaN
1 ½ Zimmer-Wohnung in Ostermundigen mieten,/de/wohnung/dr-zuber-strasse-2a-3072-ostermundigen/603462/,Dr. Zuber-Strasse 2a,3072,Ostermundigen,1100,1 ½,40 m²
3 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/brunngasse-48-3011-bern/603380/,Brunngasse 48,3011,Bern,1600,3 ½,95 m²
3 ½ Zimmer-Wohnung in Ostermundigen mieten,/de/wohnung/bernstrasse-25-3072-ostermundigen/279699/,Bernstrasse 25,3072,Ostermundigen,2510,3 ½,82 m²
3 Zimmer-Wohnung in Bern mieten,/de/wohnung/muhledorfstrasse-4-3018-bern/602941/,Mühledorfstrasse 4,3018,Bern,1600,3,59 m²
2 Zimmer-Wohnung in Bern mieten,/de/wohnung/sennweg-3-3012-bern/603155/,Sennweg 3,3012,Bern,1700,2,58 m²
2 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/viktoriastr-21-sud-3013-bern/603089/,Viktoriastr. 21 (Süd),3013,Bern,1670,2 ½,58 m²
3 Zimmer-Wohnung in Bern mieten,/de/wohnung/blockweg-8-3007-bern/603065/,Blockweg 8,3007,Bern,1470,3,82 m²
1 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/werkgasse-38-3018-bern/603037/,Werkgasse 38,3018,Bern,1250,1 ½,60 m²
2 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/waldmannstrasse-53-3027-bern/598123/,Waldmannstrasse 53,3027,Bern,1150,2 ½,56 m²
4 ½ Zimmer-Wohnung in Zollikofen mieten,/de/wohnung/wydackerstrasse-5-3052-zollikofen/602875/,Wydackerstrasse 5,3052,Zollikofen,1890,4 ½,NaN
4 ½ Zimmer-Wohnung in Muri mieten,/de/wohnung/waldriedstrasse-1-3074-muri/602773/,Waldriedstrasse 1,3074,Muri,2990,4 ½,109 m²
2 Zimmer-Wohnung in Bern mieten,/de/wohnung/ostring-77-3006-bern/602730/,Ostring 77,3006,Bern,1250,2,47 m²
3 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/riedbachstrasse-82-3027-bern/602650/,Riedbachstrasse 82,3027,Bern,2120,3 ½,86 m²
2 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/looslistrasse-50-3027-bern/602578/,Looslistrasse 50,3027,Bern,1250,2 ½,NaN
4 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/bolligenstrasse-14a-3006-bern/602480/,Bolligenstrasse 14a,3006,Bern,3325,4 ½,140 m²
1 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/bruckfeldstr-19-3012-bern/602418/,Brückfeldstr. 19,3012,Bern,1280,1 ½,37 m²
3 ½ Zimmer-Wohnung in Liebefeld mieten,/de/wohnung/wilkerstrasse-76-3097-liebefeld/602387/,Wilkerstrasse 76,3097,Liebefeld,1890,3 ½,81 m²
4 ½ Zimmer-Wohnung in Liebefeld mieten,/de/wohnung/wilkerstrasse-50-3097-liebefeld/602386/,Wilkerstrasse 50,3097,Liebefeld,2330,4 ½,103 m²
3 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/libellenweg-28-3006-bern/602365/,Libellenweg 28,3006,Bern,1645,3 ½,NaN
3 ½ Zimmer-Wohnung in Zollikofen mieten,/de/wohnung/gantrischweg-23-3052-zollikofen/602361/,Gantrischweg 23,3052,Zollikofen,1250,3 ½,NaN
3 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/beaulieustrasse-47-3012-bern/602225/,Beaulieustrasse 47,3012,Bern,1950,3 ½,60 m²
2 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/sulgeneckstrasse-64-3005-bern/602203/,Sulgeneckstrasse 64,3005,Bern,1280,2 ½,40 m²
2 ½ Zimmer-Wohnung in Köniz mieten,/de/wohnung/feldeggstrasse-24-3098-koniz/593763/,Feldeggstrasse 24,3098,Köniz,1350,2 ½,52 m²
2 Zimmer-Wohnung in Bern mieten,/de/wohnung/friedlistrasse-16-3006-bern/601970/,Friedlistrasse 16,3006,Bern,1730,2,NaN
2 Zimmer-Wohnung in Bern mieten,/de/wohnung/frankenstrasse-3018-bern/601961/,Frankenstrasse,3018,Bern,1090,2,57 m²
3 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/wangenstrasse-50-3018-bern/601896/,Wangenstrasse 50,3018,Bern,1195,3 ½,NaN
2 ½ Zimmer-Wohnung in Kehrsatz mieten,/de/wohnung/3122-kehrsatz/601876/,no street available,3122,Kehrsatz,1280,2 ½,58 m²
2 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/postgasse-54-3011-bern/601749/,Postgasse 54,3011,Bern,2070,2 ½,47 m²
1 Zimmer-Wohnung in Bern mieten,/de/wohnung/randweg-15-3013-bern/601742/,Randweg 15,3013,Bern,760,1,NaN
3 ½ Zimmer-Wohnung in Wabern mieten,/de/wohnung/dorfstrasse-5-3084-wabern/601634/,Dorfstrasse 5,3084,Wabern,1732,3 ½,83 m²
1 ½ Zimmer-Wohnung in Ostermundigen mieten,/de/wohnung/paracelsusstrasse-2-3072-ostermundigen/601607/,Paracelsusstrasse 2,3072,Ostermundigen,1260,1 ½,NaN
3 Zimmer-Wohnung in Liebefeld mieten,/de/wohnung/wabersackerstrasse-31-3097-liebefeld/601528/,Wabersackerstrasse 31,3097,Liebefeld,1370,3,57 m²
2 ½ Zimmer-Attikawohnung in Bern mieten,/de/wohnung/spitalackerstrasse-21-3013-bern/600614/,Spitalackerstrasse 21,3013,Bern,1935,2 ½,103 m²
3 Zimmer-Wohnung in Bern mieten,/de/wohnung/holligenstrasse-109-3008-bern/600627/,Holligenstrasse 109,3008,Bern,1540,3,73 m²
3 Zimmer-Wohnung in Bern mieten,/de/wohnung/monbijoustrasse-75-3007-bern/601407/,Monbijoustrasse 75,3007,Bern,1895,3,83 m²
2 ½ Zimmer-Dachwohnung in Bern mieten,/de/wohnung/greyerzstrasse-47-3013-bern/592587/,Greyerzstrasse 47,3013,Bern,1575,2 ½,NaN
3 Zimmer-Wohnung in Köniz mieten,/de/wohnung/dorfbachstrasse-62-3098-koniz/593746/,Dorfbachstrasse 62,3098,Köniz,1490,3,66 m²
3 Zimmer-Wohnung in Bern mieten,/de/wohnung/muhledorfstrasse-4-3018-bern/571723/,Mühledorfstrasse 4,3018,Bern,1670,3,60 m²
3 ½ Zimmer-Wohnung in Ittigen mieten,/de/wohnung/jurastrasse-71-3063-ittigen/579560/,Jurastrasse 71,3063,Ittigen,1700,3 ½,84 m²
2 ½ Zimmer-Wohnung in Ittigen mieten,/de/wohnung/jurastrasse-53-3063-ittigen/579556/,Jurastrasse 53,3063,Ittigen,1270,2 ½,66 m²
2 ½ Zimmer-Maisonette in Ittigen mieten,/de/wohnung/jurastrasse-53-3063-ittigen/555504/,Jurastrasse 53,3063,Ittigen,1560,2 ½,87 m²
2 ½ Zimmer-Wohnung in Ittigen mieten,/de/wohnung/jurastrasse-25-3063-ittigen/579470/,Jurastrasse 25,3063,Ittigen,1230,2 ½,63 m²
4 ½ Zimmer-Maisonette in Ittigen mieten,/de/wohnung/jurastrasse-43-3063-ittigen/583287/,Jurastrasse 43,3063,Ittigen,2370,4 ½,138 m²
4 ½ Zimmer-Wohnung in Ittigen mieten,/de/wohnung/jurastrasse-15-3063-ittigen/580603/,Jurastrasse 15,3063,Ittigen,1760,4 ½,98 m²
3 ½ Zimmer-Wohnung in Ittigen mieten,/de/wohnung/talgut-zentrum-14-3063-ittigen/555547/,Talgut-Zentrum 14,3063,Ittigen,1620,3 ½,87 m²
3 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/keltenstrasse-11-3018-bern/589189/,Keltenstrasse 11,3018,Bern,1434,3 ½,66 m²
4 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/burgernzielweg-16-3006-bern/593677/,Burgernzielweg 16,3006,Bern,2150,4 ½,103 m²
5 ½ Zimmer-Attikawohnung in Liebefeld mieten,/de/wohnung/schwarzenburgstrasse-146-3097-liebefeld/595060/,Schwarzenburgstrasse 146,3097,Liebefeld,3630,5 ½,143 m²
3 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/ostring-62-3006-bern/600985/,Ostring 62,3006,Bern,1881,3 ½,70 m²
3 Zimmer-Wohnung in Ostermundigen mieten,/de/wohnung/bernstrasse-136-3072-ostermundigen/600794/,Bernstrasse 136,3072,Ostermundigen,1470,3,75 m²
3 Zimmer-Wohnung in Bern mieten,/de/wohnung/rathausgasse-12-3011-bern/594606/,Rathausgasse 12,3011,Bern,1890,3,73 m²
2 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/schwarzenburgstrasse-226-3097-bern/600768/,Schwarzenburgstrasse 226,3097,Bern,1315,2 ½,54 m²
1 ½ Zimmer-Loft in Bern mieten,/de/wohnung/lerchenweg-29-3012-bern/600615/,Lerchenweg 29,3012,Bern,2150,1 ½,75 m²
3 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/allmendstrasse-7-3014-bern/600382/,Allmendstrasse 7,3014,Bern,1650,3 ½,NaN
2 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/riedbachstrasse-77-3027-bern/600482/,Riedbachstrasse 77,3027,Bern,1490,2 ½,54 m²
4 ½ Zimmer-Wohnung in Ostermundigen mieten,/de/wohnung/unterdorfstrasse-25-3072-ostermundigen/600303/,Unterdorfstrasse 25,3072,Ostermundigen,1700,4 ½,96 m²
2 Zimmer-Wohnung in Bern mieten,/de/wohnung/gerechtigkeitsgasse-35-3011-bern/599709/,Gerechtigkeitsgasse 35,3011,Bern,1480,2,46 m²
4 ½ Zimmer-Wohnung in Köniz mieten,/de/wohnung/blinzernfeldweg-14-3098-koniz/599540/,Blinzernfeldweg 14,3098,Köniz,1765,4 ½,94 m²
5 ½ Zimmer-Wohnung in Hinterkappelen mieten,/de/wohnung/kappelenring-26d-3032-hinterkappelen/600186/,Kappelenring 26d,3032,Hinterkappelen,2295,5 ½,119 m²
3 Zimmer-Wohnung in Rüfenacht BE mieten,/de/wohnung/scheyenholzstr-27-3075-rufenacht-be/596091/,Scheyenholzstr. 27,3075,Rüfenacht,1470,3,70 m²
3 Zimmer-Wohnung in Bern mieten,/de/wohnung/egelgasse-66-3006-bern/592395/,Egelgasse 66,3006,Bern,1350,3,69 m²
3 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/konizstrasse-27-3008-bern/596569/,Könizstrasse 27,3008,Bern,1740,3 ½,89 m²
4 ½ Zimmer-Wohnung in Muri b. Bern mieten,/de/wohnung/oberer-wehrliweg-2-b-3074-muri-b-bern/594649/,Oberer Wehrliweg 2 B,3074,Muri,2220,4 ½,113 m²
1 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/schwarztorstrasse-36-3007-bern/600051/,Schwarztorstrasse 36,3007,Bern,1340,1 ½,38 m²
3 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/muhledorfstrasse-25-3018-bern/600006/,Mühledorfstrasse 25,3018,Bern,1715,3 ½,75 m²
2 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/gigonweg-19-3027-bern/599999/,Gigonweg 19,3027,Bern,1620,2 ½,74 m²
2 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/riedbachstrasse-77-3027-bern/599945/,Riedbachstrasse 77,3027,Bern,1480,2 ½,54 m²
2 Zimmer-Wohnung in Bern mieten,/de/wohnung/wangenstrasse-62-3018-bern/586247/,Wangenstrasse 62,3018,Bern,1350,2,NaN
3 Zimmer-Wohnung in Bern mieten,/de/wohnung/neuhausweg-23-3027-bern/599652/,Neuhausweg 23,3027,Bern,1390,3,NaN
2 ½ Zimmer-Wohnung in Worblaufen mieten,/de/wohnung/lindenhofstrasse-10-3048-worblaufen/599471/,Lindenhofstrasse 10,3048,Worblaufen,1430,2 ½,67 m²
3 ½ Zimmer-Wohnung in Zollikofen mieten,/de/wohnung/alpenstrasse-19-3052-zollikofen/598231/,Alpenstrasse 19,3052,Zollikofen,1950,3 ½,114 m²
3 ½ Zimmer-Wohnung in Liebefeld mieten,/de/wohnung/konizstrasse-257-3097-liebefeld/593717/,Könizstrasse 257,3097,Liebefeld,1690,3 ½,72 m²
4 Zimmer-Wohnung in Zollikofen mieten,/de/wohnung/alpenstrasse-111-3052-zollikofen/598224/,Alpenstrasse 111,3052,Zollikofen,1870,4,86 m²
4 Zimmer-Wohnung in Wabern mieten,/de/wohnung/bondelistrasse-66-3084-wabern/599043/,Bondelistrasse 66,3084,Wabern,1790,4,79 m²
3 ½ Zimmer-Wohnung in Wabern mieten,/de/wohnung/bondelistrasse-66-3084-wabern/596166/,Bondelistrasse 66,3084,Wabern,1860,3 ½,82 m²
3 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/waldmannstrasse-53-3027-bern/595446/,Waldmannstrasse 53,3027,Bern,1360,3 ½,68 m²
4 Zimmer-Wohnung in Ostermundigen mieten,/de/wohnung/rutiweg-110-3072-ostermundigen/599000/,Rütiweg 110,3072,Ostermundigen,1390,4,NaN
2 Zimmer-Wohnung in Bern mieten,/de/wohnung/rodtmattstrasse-57-3014-bern/588205/,Rodtmattstrasse 57,3014,Bern,1730,2,NaN
3 ½ Zimmer-Wohnung in Ittigen mieten,/de/wohnung/im-gerbelacker-2-3063-ittigen/598819/,Im Gerbelacker 2,3063,Ittigen,1670,3 ½,NaN
4 ½ Zimmer-Wohnung in Kehrsatz mieten,/de/wohnung/sandbuhlstrasse-13a-3122-kehrsatz/598214/,Sandbühlstrasse 13A,3122,Kehrsatz,2050,4 ½,95 m²
2 ½ Zimmer-Wohnung in Zollikofen mieten,/de/wohnung/bernstrasse-205-3052-zollikofen/595771/,Bernstrasse 205,3052,Zollikofen,1270,2 ½,44 m²
3 ½ Zimmer-Wohnung in Köniz mieten,/de/wohnung/schlossstrasse-21-3098-koniz/598438/,Schlossstrasse 21,3098,Köniz,1590,3 ½,68 m²
1 Zimmer-Wohnung in Bern mieten,/de/wohnung/muesmattstrasse-48-3012-bern/596581/,Muesmattstrasse 48,3012,Bern,880,1,20 m²
